id,query,query_type,doc_id,expected_doc_title,relevant_chunks,acceptable_chunks,source_chunk_text,expected_answer_summary,must_include,source_hint,negative,doc_type,caption_dependent
G-A-030,보건의료 빅데이터 플랫폼의 데이터 처리 방식은?,exact_fact,2303ef36-7502-407a-8a88-3c0dc63c8464,보건의료_빅데이터_플랫폼_시범사업_추진계획(안),124,"58,67,160,171,162","- 주민번호는플랫폼과별도로존재하는암호화키발급시스템에서주민  번호암호화방식을요청시마다기관으로재송부하여암호화함  ○(이용자제공) 각기관으로부터수합하여처리한자료는활용플랫폼으로  전송, 방법에따라활용할수있도록함  플랫폼개념도  원천 자료 건강보험 심평원 질본 암센터  시스템  보건의료빅데이터플랫폼(가칭)  데이터완전공개  웹사이트  맞춤형데이터셋  요청웹사이트 폐",- 주민번호는플랫폼과별도로존재하는암호화키발급시스템에서주민 번호암호화방식을요청시마다기관으로재송부하여암호화함 ○,주민번호는플랫폼;과별도로존재하는;암호화키발급시스,p.23,false,pdf,false
G-A-031,본 문서의 의견 수렴 방법은 무엇인가요?,exact_fact,2303ef36-7502-407a-8a88-3c0dc63c8464,보건의료_빅데이터_플랫폼_시범사업_추진계획(안),149,"3,0,148,153,158,17,168,152,43","[문서] 의견 수렴을 위한 추진계획 초안 문서로, 의견 제출 방법을 안내하고 있음  본 문서는 자유롭게 전달, 게시할 수 있는 공개용입니다. 공개적인 의견수렴을 위해 작성된 추진계획 초안이며, 의견 반영을 거쳐 최종안으로 확정될 예정입니다. 본 추진계획에 대해 의견이 있으신 분은 아래 세 가지 방법 중 한 가지를 통해 의견을 접수하여 주시기 바랍니다. 국민","[문서] 의견 수렴을 위한 추진계획 초안 문서로, 의견 제출 방법을 안내하고 있음 본 문서는 자유롭게 전달,",웹사이트;추진계획;국민신문고,p.2,false,pdf,false
G-A-032,보건의료 빅데이터 개인정보 보호 방안은?,exact_fact,2303ef36-7502-407a-8a88-3c0dc63c8464,보건의료_빅데이터_플랫폼_시범사업_추진계획(안),159,"53,55,168,157,36,161,32,113,156,150,31,37,171,34,6,152,65,43,166,153,158,13","[문서] 보건의료 빅데이터 정보보호 체계 개요 및 개인정보 유출 방지 방안  붙임 1 보건의료 빅데이터 정보보호 체계 개요 < 정보보호 대책 수립 경과 > 보건의료 빅데이터 추진단 구성('17.3) 시 정보보호 분야 중요성을 인식, 정보보호·기술 분과를 별도 설치하고 정보보호·암호화 분야 전문가로 구성 (위원장) 고려대학교 정보보호대학원 한근희 교수 (위원",[문서] 보건의료 빅데이터 정보보호 체계 개요 및 개인정보 유출 방지 방안 붙임 1 보건의료 빅데이터 정보보,정보보호;보건의료;빅데이터,p.12,false,pdf,false
G-A-033,각국의 보건의료 빅데이터 활용 방안은?,exact_fact,2303ef36-7502-407a-8a88-3c0dc63c8464,보건의료_빅데이터_플랫폼_시범사업_추진계획(안),169,"117,118,152,119,120,13,157,170,166,133,163,36,34,78","[문서] 보건의료 빅데이터 해외사례를 미국, 일본, 호주, 영국(잉글랜드, 스코틀랜드)별로 설명한 문서  붙임 7 보건의료 빅데이터 해외사례 국가별 기술·제도는 다소 상이하나, 데이터 기반 건강증진 정책은 공통적으로 추진 주요 선진국은 ①국가 전략 수립, ②전담 기관(플랫폼) 신설, ③서비스·데이 터 개발, ④제도 마련, ⑤R&D 지원의 사이클로 효율적인","[문서] 보건의료 빅데이터 해외사례를 미국, 일본, 호주, 영국(잉글랜드, 스코틀랜드)별로 설명한 문서 붙임",보건의료;빅데이터;데이터,p.22,false,pdf,true
G-A-034,공단 본부별 하부조직은 무엇인가요?,exact_fact,a5f3cfae-5059-41d4-8623-e9b6f23231c2,직제_규정(2024.4.30.개정),61,62,"제3장  조    직  제12조(기구) ①공단의 업무수행조직으로 경영본부·기술본부를 둔다. <개정 2014.6.23 규정 제270호, 개정 2016.5.10 규정 제290호, 개정 2018.12.28 규정 제325호, 개정 2021.12.24. 규정 제367호>  ②제1항에 따른 경영본부의 하부조직으로 경영지원처·체육시설처·복지사업처를 두고, 기술본부의 하",제3장 조 직 제12조(기구) ①공단의 업무수행조직으로 경영본부·기술본부를 둔다. <개정 2014.6.23,하부조직으로;공단의;업무수행조직으로,,false,hwpx,false
G-A-035,공단 운영의 핵심 사항은?,summary,a5f3cfae-5059-41d4-8623-e9b6f23231c2,직제_규정(2024.4.30.개정),67,59,"8. 차량․중기관리 <개정 2013.12.26 규정 제262호>  9. 삭제 <개정 2013.12.26 규정 제262호>  10. 공단운영 및 사업계획에 관한 사항  11. 의회관련 업무에 관한 사항  12. 이사회 운영에 관한 사항  13. 조직․정원관리에 관한 사항  14. 공단 홍보에 관한 사항  15. 재정운영 및 예산편성, 수입업무에 관한 사항",8. 차량․중기관리 <개정 2013.12.26 규정 제262호> 9. 삭제 <개정 2013.12.26 규정,중기관리;공단운영;사업계획에,,false,hwpx,false
G-A-036,2021년 새로 생긴 체육시설 관련 업무는?,numeric_lookup,a5f3cfae-5059-41d4-8623-e9b6f23231c2,직제_규정(2024.4.30.개정),73,"72,70,71,74,69",12. 장애인체육센터 관리·운영<신설 2021.12.24. 규정 제367호>  13. 월드컵인라인롤러장 관리·운영<신설 2021.12.24. 규정 제367호>  14. 송강체육관 관리·운영<신설 2021.12.24. 규정 제367호>  15. 지수체육공원 관리·운영<신설 2021.12.24. 규정 제367호>  16. 체육시설 스포츠마케팅 업무 총괄<신설,12. 장애인체육센터 관리·운영<신설 2021.12.24. 규정 제367호> 13. 월드컵인라인롤러장 관리·,장애인체육센터;월드컵인라인롤러;송강체육관,,false,hwpx,false
G-A-037,이 규정에서 다루는 주요 업무 내용은?,exact_fact,a5f3cfae-5059-41d4-8623-e9b6f23231c2,직제_규정(2024.4.30.개정),80,"81,76","2. 지하도상가 관리․운영  3. 둔산공동구 관리․운영  4. 스마트시티 시설물 관리운영<신설 2021.12.24. 규정 제367호>  제20조(안전감사실) 안전감사실에는 안전관리팀청렴감사팀을 두고 분장사무는 다음 각 호와 같다. <개정 2014.6.23. 규정 제270호, 개정 2021.12.24. 규정 제367호>  1. 일반감사, 회계감사, 기술감",2. 지하도상가 관리․운영 3. 둔산공동구 관리․운영 4. 스마트시티 시설물 관리운영<신설 2021.12.,지하도상가;둔산공동구;스마트시티,,false,hwpx,false
G-A-038,규정별 시행일과 직종명 개정 내용,exact_fact,a5f3cfae-5059-41d4-8623-e9b6f23231c2,직제_규정(2024.4.30.개정),86,"103,84,104,85,118,112,119,105,94,87,120,109,89,106",부칙 (규정 제102호)  이 규정은 2006년 3월 10일부터 시행한다.  부칙 (규정 제117호)  제1조(시행일) 이 규정은 2006년 7월 6일부터 시행한다.  제2조(타 규정의 개정) 이 규정 시행일부터 공단 제 규정에서 규정하고 있는 직종의 명칭 중 “업무직”은 “일반직”으로 개정된 것으로 본다.  부칙 (규정 제146호)  이 규정은 발령일(2,부칙 (규정 제102호) 이 규정은 2006년 3월 10일부터 시행한다. 부칙 (규정 제117호) 제1조(시,2006년;3월;10일;규정은;시행한다,,false,hwpx,false
G-A-039,내규 개정으로 인한 직책 및 조직 개편,exact_fact,a5f3cfae-5059-41d4-8623-e9b6f23231c2,직제_규정(2024.4.30.개정),92,"91,100,95,93,111,98,88","제13조 제2항 및 별지 제1호서식중 “센터장”을 “단장”으로 한다.  ⑧보안업무취급내규 중 다음과 같이 한다.  제2조 중 “각 실, 센터, 팀”을 “각 실, 센터, 팀, 관”으로 하고, “각 본부 주무팀장 및 실․센터 선임직원”을 “각 본부․단 주무팀장 및 실 선임직원”으로 하고 제13조 제1호 중 “실․센터장”을 “단․실장”으로 하고 제2호 중 “실․",제13조 제2항 및 별지 제1호서식중 “센터장”을 “단장”으로 한다. ⑧보안업무취급내규 중 다음과 같이 한다,센터장;주무팀장;선임직원,,false,hwpx,false
G-A-040,재산 물품 관리 규정 변경 내용은?,synonym_mismatch,a5f3cfae-5059-41d4-8623-e9b6f23231c2,직제_규정(2024.4.30.개정),98,"96,91,99,100,95,97,88,93,92,90,63,107,101","⑨재산관리내규 중 다음과 같이 개정한다.  제6조 제1항 중 “경영본부장”을 “경영전략처장”, 제6조 제2항 중 “본부(단․실)”을 “처․본부․실”, 제6조 제3항 제1호 중 “본부(단․실)”을 “처․본부․실”로 한다.  ⑩물품관리내규 중 다음과 같이 개정한다.  제5조 제1호 중 “경영본부장”을 “경영전략처장”, 제5조 제4호 중 “ 팀장”을 “팀․센터․","⑨재산관리내규 중 다음과 같이 개정한다. 제6조 제1항 중 “경영본부장”을 “경영전략처장”, 제6조 제2항",다음과;개정한다;경영본부장,,false,hwpx,false
G-A-041,법규정의 시행일은 어떻게 정해지나요?,exact_fact,a5f3cfae-5059-41d4-8623-e9b6f23231c2,직제_규정(2024.4.30.개정),104,"103,105,118,120,85,109,94,86,110,119,106,112,87","이 규정은 발령한 날부터 시행한다.  부칙 (규정 제298호)  이 규정은 발령한 날부터 시행한다.  부칙 (규정 제304호)  이 규정은 발령한 날부터 시행하되, 2017년 1월 1일부터 적용한다.  부칙 (규정 제306호)  이 규정은 발령한 날부터 시행한다.  부칙 (규정 제312호)  이 규정은 2018년 1월 1일부터 시행한다.  부칙 (규정 제3",이 규정은 발령한 날부터 시행한다. 부칙 (규정 제298호) 이 규정은 발령한 날부터 시행한다. 부칙 (규정,2017년;1월;1일;규정은;발령한,,false,hwpx,false
G-A-042,이 규정들의 효력 발생 시점과 경과 조치 내용은?,exact_fact,a5f3cfae-5059-41d4-8623-e9b6f23231c2,직제_규정(2024.4.30.개정),110,"109,105,118,120,104,103,85",제3조(경과조치) 이 규정 시행당시 종전의 규정에 따라 월드컵체육시설처에서 행하여진 행위는 이 규정에 따라 행하여진 행위로 본다.  부칙 (규정 제345호)  제1조(시행일) 이 규정은 발령한 날부터 시행한다.  제2조(적용례) 제16조제10호의 개정규정은 2020년 5월 1일부터 적용한다.  부칙 (규정 제347호)  제1조(시행일) 이 규정은 2020년,제3조(경과조치) 이 규정 시행당시 종전의 규정에 따라 월드컵체육시설처에서 행하여진 행위는 이 규정에 따라,2020년;5월;1일;규정에;행하여진,,false,hwpx,false
G-A-043,제시된 기관의 부서별 구성은?,exact_fact,a5f3cfae-5059-41d4-8623-e9b6f23231c2,직제_규정(2024.4.30.개정),121,"97,69,122",기 구 표(제12조제4항관련)  이  사  장  경영본부(상임이사)  기술본부(상임이사)  경  영  지원처  체  육  시설처  복  지  사업처  환  경  시설처  기  반  시설처  안  전  감사실  기획예산팀  총무인사팀  경영혁신팀  재무회계팀  노사협력팀  체육시설사업팀  체육시설관리팀  한밭수영장관리팀  용운스포츠센터  국민생활관  복용승마,기 구 표(제12조제4항관련) 이 사 장 경영본부(상임이사) 기술본부(상임이사) 경 영 지원처 체 육 시설처,시설처;상임이사;항관련,,false,hwpx,false
G-A-044,한마음생활체육관 운영 시간 및 휴무일,exact_fact,2e083cb0-05c3-4910-8345-2658c46fb7ed,한마음생활체육관_운영_내규(2024.4.30.개정),10,"22,24","제1조(목적) 이 내규는 한마음생활체육관(이하 “체육관”이라 한다)의 운영에 관한 사항과 이용자가 준수해야 할 사항 등을 규정함을 목적으로 한다.  제2조(운영시간) 한마음생활체육관 운영시간은 06:00∼22:00로 한다.  제3조(휴관일) 매주 월요일, 신정, 설·추석연휴, 석가탄신일, 성탄절, 공직선거법 제34조에 따른 임기만료에 의한 선거의 선거일은",제1조(목적) 이 내규는 한마음생활체육관(이하 “체육관”이라 한다)의 운영에 관한 사항과 이용자가 준수해야,한마음생활체육관;내규는;체육관,,false,hwpx,false
G-A-045,체육관 이용 시 지켜야 할 사항은 무엇인가요?,exact_fact,2e083cb0-05c3-4910-8345-2658c46fb7ed,한마음생활체육관_운영_내규(2024.4.30.개정),18,"11,53,50,54","제7조(이용방법) 체육관 이용자는 별표 2를 준수하여야 하며, 월회원은 회원카드, 일일입장은 입장권을 제시하여야 한다. <개정 2022.3.23. 내규 제663호>  제8조(이용자 준수사항) ①이용자는 체육관 시설이용 시 준수사항(별표 3)을 숙지하여 성실한 이용자로서의 의무를 다하여야 한다.  ②이용자는 운동에 불필요한 물건을 반입하여서는 아니 되며 운동","제7조(이용방법) 체육관 이용자는 별표 2를 준수하여야 하며, 월회원은 회원카드, 일일입장은 입장권을 제시하",이용자는;체육관;준수사항,,false,hwpx,false
G-A-046,이용 시간 미준수 및 카드 부정 사용 시 제재는?,exact_fact,2e083cb0-05c3-4910-8345-2658c46fb7ed,한마음생활체육관_운영_내규(2024.4.30.개정),19,50,"③이용자는 배정된 시간을 준수하여야 하며 변동사항이 있을 경우에는 관리사무실에 사전 통보하여야 한다.  제9조(부정이용자) ① 회원카드는 본인 외 사용이 불가한 것을 원칙으로 한다. 단, 불가피한 양도‧양수 시 공단의 사전 승인을 받아야 하며 승인받지 않은 경우 이용이 제한된다.  ② 부정이용(부당한 감면 또는 무단 이용)이 적발되는 경우 부정 이용 기간에",③이용자는 배정된 시간을 준수하여야 하며 변동사항이 있을 경우에는 관리사무실에 사전 통보하여야 한다. 제9조,이용자는;배정된;시간을,,false,hwpx,false
G-A-047,체육관을 언제 이용할 수 없나요?,exact_fact,2e083cb0-05c3-4910-8345-2658c46fb7ed,한마음생활체육관_운영_내규(2024.4.30.개정),21,"20,22",제11조(허가제한) 삭제 <삭제 2022. 11. 23. 내규 제709호>  제12조(개방제한) 다음 각 호에 해당되는 때에는 개방제한 사유 및 기간을 사전에 고지한 후 체육관의 개방을 제한할 수 있다.  1. 국가·지방자치단체·공단에서 주관하는 각종 행사를 개최하는 경우  2. 시설을 개·보수하는 경우  3. 기타 시설 이용 시 현저한 위험이 예상되는 경,제11조(허가제한) 삭제 <삭제 2022. 11. 23. 내규 제709호> 제12조(개방제한) 다음 각 호에,개방제한;허가제한;해당되는,,false,hwpx,false
G-A-048,체육관 이용 시간 변경 절차는?,exact_fact,2e083cb0-05c3-4910-8345-2658c46fb7ed,한마음생활체육관_운영_내규(2024.4.30.개정),22,"11,10,21",제13조(운영시간 변경) ①체육관 운영시간을 변경하거나 임시 휴관할 경우에는 사전에 고지한 후 시행하여야 한다.  ②이용자는 이용 신청 후 변경이 필요한 경우에는 사전에 담당자와 협의하여 변경하여야 한다.  제14조(기타) 이 내규에 명시되지 않은 사항은 대전광역시 체육시설 관리운영 조례를 따른다.  부칙 (내규 제333호)  이 내규는 발령한 날부터 시행,제13조(운영시간 변경) ①체육관 운영시간을 변경하거나 임시 휴관할 경우에는 사전에 고지한 후 시행하여야 한,2016년;4월;1일;경우에는;사전에,,false,hwpx,false
G-A-049,해당 규정의 효력 발생 시점과 변경 내역은?,synonym_mismatch,2e083cb0-05c3-4910-8345-2658c46fb7ed,한마음생활체육관_운영_내규(2024.4.30.개정),24,"23,10",이 내규는 2022년 7월 1일부터 시행한다.  부칙 (내규 제709호)  이 내규는 발령한 날부터 시행한다.  부칙 (내규 제782호)  이 내규는 발령한 날부터 시행한다.  [별표 1] <개정 2019.6.7. 내규 제498호. 개정 2022.4.14. 내규 제671호>  한마음생활체육관 이용료(제4조 관련),이 내규는 2022년 7월 1일부터 시행한다. 부칙 (내규 제709호) 이 내규는 발령한 날부터 시행한다.,2022년;7월;1일;내규는;시행한다,,false,hwpx,false
G-A-050,월 회원 카드 사용 규정은 어떻게 되나요?,synonym_mismatch,2e083cb0-05c3-4910-8345-2658c46fb7ed,한마음생활체육관_운영_내규(2024.4.30.개정),50,"19,51,18","※ 이용료는 1일 1회 입장 기준임. (일일입장: 2시간, 월 회원: 일 1회)  [별표 2] <개정 2022.3.23. 내규 제663호, 개정 2022. 11. 23. 내규 제709호>  회원카드 이용 준수사항(제7조 관련)  1. 월 회원인 경우 회원카드를 관리자에게 제시하고 시설을 이용하여야 합니다.  2. 회원카드를 불가피하게 양도양수할 경우 공단","※ 이용료는 1일 1회 입장 기준임. (일일입장: 2시간, 월 회원: 일 1회) [별표 2] <개정 2022",1일;1회;2시간;회원카드를;이용료는,,false,hwpx,false
G-A-051,사물함 이용 시 보증금 및 열쇠 처리 방법,exact_fact,2e083cb0-05c3-4910-8345-2658c46fb7ed,한마음생활체육관_운영_내규(2024.4.30.개정),52,51,"3. 열쇠 반납 시 보증금은 본인 명의 통장으로 반환하며, 월 사용료는 잔여일수와 상관없이 반환하지 않습니다. 다만, 천재지변이나 그 밖의 재난 및 공단의 귀책사유로 사물함 사용에 제한을 받은 경우에는 일할 계산하여 반환합니다.  4. 열쇠 분실 시는 제작비용 10,000원을 납부하여야 합니다.  5. 대여기간 만료 후 2개월 동안 재사용 신청이 없을 시는","3. 열쇠 반납 시 보증금은 본인 명의 통장으로 반환하며, 월 사용료는 잔여일수와 상관없이 반환하지 않습니다",000원;2개월;3개월;반환하지;보증금은,,false,hwpx,false
G-A-052,시설 이용 시 지켜야 할 규칙은?,exact_fact,2e083cb0-05c3-4910-8345-2658c46fb7ed,한마음생활체육관_운영_내규(2024.4.30.개정),53,"18,53,54,55,20","6. 배정받은 사물함은 임의로 바꿀 수 없습니다.  7. 사물함에는 체육시설 이용 관련 용품만 보관할 수 있으며, 금전 등의 보관물 분실사고는 책임지지 않습니다.  8. 기타 정하지 않은 사항은 관습에 따릅니다.  [별표 3] <개정 2024.4.30. 내규 제782호>  시설이용 시 준수사항(제8조 관련)  1. 체육관 이용 시 내부 바닥보호를 위해 실내",6. 배정받은 사물함은 임의로 바꿀 수 없습니다. 7. 사물함에는 체육시설 이용 관련 용품만 보관할 수 있으,배정받은;사물함은;임의로,,false,hwpx,false
G-A-053,체육관 이용 시 금지 행위와 행사 규정은?,exact_fact,2e083cb0-05c3-4910-8345-2658c46fb7ed,한마음생활체육관_운영_내규(2024.4.30.개정),55,"53,54,55,18,20","6. 체육관 내에서 상행위(운동용품 판매, 개인강습 등)를 금합니다.  7. 행사를 위한 시설물 반입 및 설치 시 반드시 사전허가를 받아야 하며 종료 후 즉시 원상복구하여야 합니다.","6. 체육관 내에서 상행위(운동용품 판매, 개인강습 등)를 금합니다. 7. 행사를 위한 시설물 반입 및 설치",체육관;내에서;상행위,,false,hwpx,false
G-A-054,계약 합의해지 성립 요건과 판단 기준,exact_fact,80b48fa9-fe83-4fef-af31-af116494183d,law sample2,4,"19,3","【판결요지】  [1] 계약의 합의해지는 계속적 채권채무관계에서 당사자가 이미 체결한 계약의 효력을 장래에 향하여 소멸시킬 것을 내용으로 하는 새로운 계약이다. 이러한 계약의 성립을 인정하기 위해서는 기존 계약의 효력을 장래에 향하여 소멸시키기로 하는 내용의 청약과 승낙이 합치되어야 한다. 계약의 합의해지는 묵시적으로 이루어질 수도 있으나, 이와 같은 묵시적",【판결요지】 [1] 계약의 합의해지는 계속적 채권채무관계에서 당사자가 이미 체결한 계약의 효력을 장래에 향하,계약의;합의해지는;계약을,,false,hwp,false
G-A-055,참조된 법조문과 판례의 핵심 쟁점은 무엇인가요?,summary,80b48fa9-fe83-4fef-af31-af116494183d,law sample2,6,"5,20","【참조조문】  [1] 민법 제105조 , 제543조 / [2] 하도급거래 공정화에 관한 법률 제14조 제1항 제2호 , 제4호 , 민법 제105조 , 제543조  【참조판례】  [1] 대법원 2000. 3. 10. 선고 99다70884 판결 (공2000상, 952), 대법원 2018. 12. 27. 선고 2016다274270, 274287 판결 (공2019","【참조조문】 [1] 민법 제105조 , 제543조 / [2] 하도급거래 공정화에 관한 법률 제14조 제1항",대법원;참조조문;하도급거래,,false,hwp,false
G-A-056,원고의 상고심 각 청구에 대한 판결은?,exact_fact,80b48fa9-fe83-4fef-af31-af116494183d,law sample2,10,"29,27",원심판결 중 제1 예비적 청구와 제2 예비적 청구에 관한 원고 패소 부분 및 가지급물반환신청에 대한 재판 중 원고 패소 부분을 각 파기한다. 이 부분 사건을 대구고등법원에 환송한다.  원고의 주위적 청구에 관한 상고를 기각한다.,원심판결 중 제1 예비적 청구와 제2 예비적 청구에 관한 원고 패소 부분 및 가지급물반환신청에 대한 재판 중,예비적;청구에;원심판결,,false,hwp,false
G-A-057,하도급대금 직불합의 금액 변동 과정은?,numeric_lookup,80b48fa9-fe83-4fef-af31-af116494183d,law sample2,14,"15,23,24,22,18,13,16,26,21,17,25","라. 한편 원고와 피고들은 2019. 5. 1. 발주자인 피고 대구광역시가 직접 수급사업자인 원고에게 이 사건 하도급계약에 기한 하도급대금을 지급하기로 하는 합의(직불합의금액 4,323,700,000원, 이하 ‘이 사건 직불합의’라 한다)를 하였다. 이후 원도급금액 중 원고 공사 부분의 하도급액 변경에 따라, ① 피고 대구광역시는 2019. 6. 21. 직",라. 한편 원고와 피고들은 2019. 5. 1. 발주자인 피고 대구광역시가 직접 수급사업자인 원고에게 이 사,000원;원고와;피고들은;대구광역시는,,false,hwp,false
G-A-058,원고의 하도급대금 직접지급 청구 결과는?,exact_fact,80b48fa9-fe83-4fef-af31-af116494183d,law sample2,16,"24,26,15,17,13,14,18,23,22","사. 피고 공동수급체는 2021. 10. 18.부터 2022. 1. 5.까지 원고를 제외한 수급사업자들에 대한 하도급대금 지급보증서를 발급받아 피고 대구광역시에 제출하였으나, 원고에 대하여는 하도급대금 지급보증을 하지 아니하였다. 피고 2 회사 는 2021. 11. 26. 원고에게 하도급공사의 노무비로 3,344,000원을 지급하였다.  아. 원고는 피고들",사. 피고 공동수급체는 2021. 10. 18.부터 2022. 1. 5.까지 원고를 제외한 수급사업자들에 대,2회;000원;예비적;대구광역시에;청구를,,false,hwp,false
G-A-059,대법원이 직불합의 해지 판단을 부정하는 이유는?,exact_fact,80b48fa9-fe83-4fef-af31-af116494183d,law sample2,18,"26,17,23,24,22,21,25,15,14,16,20,12,27","2) 피고 대구광역시가 원고의 하도급대금에 대한 직접지급의무를 부담한다고 가정하더라도, 피고 대구광역시의 피고 공동수급체에 대한 대금지급채무는 피고 대구광역시의 상계 및 변제에 따라 모두 소멸하였으므로, 피고 대구광역시가 직접 원고에게 지급해야 할 하도급대금은 남아있지 않다.  나. 대법원의 판단  1) 제1, 3 상고이유에 대하여  먼저 원심의 판단 중","2) 피고 대구광역시가 원고의 하도급대금에 대한 직접지급의무를 부담한다고 가정하더라도, 피고 대구광역시의 피",대구광역시가;대구광역시의;원고의,,false,hwp,false
G-A-060,하도급법상 직접지급합의 묵시적 해지 요건은?,exact_fact,80b48fa9-fe83-4fef-af31-af116494183d,law sample2,20,"5,3,21,22,24,25,18,6","하도급법은 공정한 하도급거래질서를 확립하여 원사업자와 수급사업자가 대등한 지위에서 상호 보완하며 균형 있게 발전할 수 있도록 하는 것을 목적으로 하는 일종의 특별법으로 ( 대법원 2014. 9. 25. 선고 2014다25153 판결 참조), 이러한 하도급법의 입법 취지를 아울러 고려하면, 기존의 직접지급합의 중 아직 시공이 완료되지 않아 직접지급청구권이 발",하도급법은 공정한 하도급거래질서를 확립하여 원사업자와 수급사업자가 대등한 지위에서 상호 보완하며 균형 있게,수급사업자가;합의해지가;성립하였다고,,false,hwp,false
G-A-061,대구시의 하도급 직불합의 불승인 이유는?,exact_fact,80b48fa9-fe83-4fef-af31-af116494183d,law sample2,23,"18,15,14,22,17,26,24,25,21,16","(3) 피고 대구광역시가 2021. 10. 22. 기준 원고를 포함한 수급사업자들에 대한 직접지급내역을 통보하기도 하였으나, 이후 원고와 피고들 사이에 이미 발생한 직접지급청구권에 관한 정산 협의를 거쳤다고 볼 만한 사정도 보이지 않는다. 피고 대구광역시가 2020. 12. 무렵 하도급대금 직불(직접지급) 합의서에 날인이나 승인을 하지 않은 것은, 원고와",(3) 피고 대구광역시가 2021. 10. 22. 기준 원고를 포함한 수급사업자들에 대한 직접지급내역을 통보,대구광역시가;원고와;피고들,,false,hwp,false
G-A-062,원심의 계약 해지 및 직접 지급 청구 관련 판단 오류는?,exact_fact,80b48fa9-fe83-4fef-af31-af116494183d,law sample2,25,"21,22,24,18,23,20,17,5,14,26,3,15","다) 그럼에도 그 판시와 같은 이유만으로 이 사건 직불합의가 2021. 11. 무렵 적법하게 해지되어 실효되었다고 본 원심판단에는 묵시적 합의해지에 관한 법리를 오해하여 판결에 영향을 미친 잘못이 있다.  나아가 발주자는 수급사업자의 직접지급청구권이 발생하기 전에 원사업자에 대하여 대항할 수 있는 사유로써 수급사업자에게 대항할 수 있으나, 수급사업자의 직접",다) 그럼에도 그 판시와 같은 이유만으로 이 사건 직불합의가 2021. 11. 무렵 적법하게 해지되어 실효되,대항할;수급사업자의;직접지급청구권이,,false,hwp,false
G-A-063,상고심에서 원심판결의 어떤 부분이 변경되나요?,exact_fact,80b48fa9-fe83-4fef-af31-af116494183d,law sample2,27,"10,29,26,17,18","4. 파기의 범위  피고 대구광역시에 대한 제1 예비적 청구에 관한 상고를 받아들이는 이상 피고 공동수급체에 대한 제2 예비적 청구에 관한 상고에 관하여는 나아가 판단하지 아니하고, 원심판결 중 제1 예비적 청구와 함께 제2 예비적 청구에 관한 부분도 파기하여야 한다. 또한, 민사소송법 제215조 제2항 에 따른 가집행의 원상회복신청은 소송 중의 소의 일종",4. 파기의 범위 피고 대구광역시에 대한 제1 예비적 청구에 관한 상고를 받아들이는 이상 피고 공동수급체에,예비적;청구에;부분도,,false,hwp,false
G-A-064,법원 판단의 주요 쟁점은 무엇인가요?,exact_fact,0ed5a024-e076-4893-a766-90b5d689f372,law sample3,4,"5,19,18,20,15,21","【판시사항】  [1] 변제 당시 남아있는 소멸시효기간이 길다고 하여 소멸시효가 나중에 완성된다고 단정하거나, 소멸시효가  나중에 완성되는 채무가 먼저 완성되는 채무보다 변제이익이 많다고 볼 수 있는지 여부(소극)  [2] 동일한 채권자에게 다수의 채무를 부담하는 채무자가 변제에 충당할 채무를 지정하지 아니한 채 모든 채 무를 변제하기에 부족한 금액을 변제한","【판시사항】 [1] 변제 당시 남아있는 소멸시효기간이 길다고 하여 소멸시효가 나중에 완성된다고 단정하거나,",소멸시효가;나중에;완성되는,p.1,false,pdf,false
G-A-065,다수 채무의 소멸시효 완성 및 중단 원칙은?,exact_fact,0ed5a024-e076-4893-a766-90b5d689f372,law sample3,5,"19,4,18,15,20,21,27","【판결요지】  [1] 채무자가 부담하는 수 개의 채무의 소멸시효기간이 모두 동일한 경우에는 소멸시효의 중단, 정지 등 특별 한 사정이 없는 한 이행기가 먼저 도래하는 채무가 소멸시효도 먼저 완성된다. 그런데 민법 제477조 는 제2 호 에서 변제이익을, 제3호 에서 이행기를 기준으로 법정변제충당의 순서를 정한다고 규정하고 있는바, 문언 상 이행기 도래의 선","【판결요지】 [1] 채무자가 부담하는 수 개의 채무의 소멸시효기간이 모두 동일한 경우에는 소멸시효의 중단,",소멸시효기간이;소멸시효의;남아있는,p.1,false,pdf,false
G-A-066,제시된 법률 참조 정보의 핵심 쟁점은?,summary,0ed5a024-e076-4893-a766-90b5d689f372,law sample3,9,"4,5,6,15,18,19,21,24","【참조조문】  [1] 민법 제477조 / [2] 민법 제168조 제3호 / [3] 민사소송법 제415조  【참조판례】  [2] 대법원 2021. 9. 30. 선고 2021다239745 판결 (공2021하, 2110) / [3] 대법원 2001. 4. 27. 선고 99 다30312 판결 (공2001상, 1229), 대법원 2004. 6. 10. 선고 2004",【참조조문】 [1] 민법 제477조 / [2] 민법 제168조 제3호 / [3] 민사소송법 제415조 【참조,대법원;참조조문;민사소송법,p.2,false,pdf,false
G-A-067,이 사건의 핵심 정보는 무엇인가요?,summary,0ed5a024-e076-4893-a766-90b5d689f372,law sample3,11,"11,10,14,5","【원고, 상고인】 원고 (소송대리인 법무법인 태일 담당변호사 김성훈 외 2인)  【피고, 피상고인】 피고  【대상판결】  【원심판결】 인천지법 2025. 7. 9. 선고 2024나74413 판결","【원고, 상고인】 원고 (소송대리인 법무법인 태일 담당변호사 김성훈 외 2인) 【피고, 피상고인】 피고 【대",상고인;소송대리인;법무법인,p.2,false,pdf,false
